cbsa,county14,county,cntyname2,cbsaname15,pop10,afact
 ,51049, ,Cumberland VA, ,10052,0.001
 ,51057, ,Essex VA, ,11151,0.001
 ,51077, ,Grayson VA, ,15533,0.001
 ,51081, ,Greensville VA, ,12243,0.001
 ,51083, ,Halifax VA, ,36241,0.002
 ,51091, ,Highland VA, ,2321,0
 ,51097, ,King and Queen VA, ,6945,0
 ,51099, ,King George VA, ,23584,0.001
 ,51103, ,Lancaster VA, ,11391,0.001
 ,51105, ,Lee VA, ,25587,0.001
 ,51109, ,Louisa VA, ,33153,0.002
 ,51111, ,Lunenburg VA, ,12914,0.001
 ,51113, ,Madison VA, ,13308,0.001
 ,51117, ,Mecklenburg VA, ,32727,0.002
 ,51119, ,Middlesex VA, ,10959,0.001
 ,51131, ,Northampton VA, ,12389,0.001
 ,51133, ,Northumberland VA, ,12330,0.001
 ,51135, ,Nottoway VA, ,15853,0.001
 ,51137, ,Orange VA, ,33481,0.002
 ,51139, ,Page VA, ,24042,0.001
 ,51141, ,Patrick VA, ,18490,0.001
 ,51147, ,Prince Edward VA, ,23368,0.001
 ,51159, ,Richmond VA, ,9254,0
 ,51163, ,Rockbridge VA, ,22307,0.001
 ,51167, ,Russell VA, ,28897,0.002
 ,51171, ,Shenandoah VA, ,41993,0.002
 ,51173, ,Smyth VA, ,32208,0.002
 ,51175, ,Southampton VA, ,18570,0.001
 ,51181, ,Surry VA, ,7058,0
 ,51193, ,Westmoreland VA, ,17454,0.001
 ,51197, ,Wythe VA, ,29235,0.002
 ,51530, ,Buena Vista city VA, ,6650,0
 ,51580, ,Covington city VA, ,5961,0
 ,51595, ,Emporia city VA, ,5927,0
 ,51620, ,Franklin city VA, ,8582,0
 ,51640, ,Galax city VA, ,7042,0
 ,51678, ,Lexington city VA, ,7042,0
 ,53019, ,Ferry WA, ,7551,0
 ,53023, ,Garfield WA, ,2266,0
 ,53031, ,Jefferson WA, ,29872,0.002
 ,53039, ,Klickitat WA, ,20318,0.001
 ,53043, ,Lincoln WA, ,10570,0.001
 ,53047, ,Okanogan WA, ,41120,0.002
 ,53049, ,Pacific WA, ,20920,0.001
 ,53055, ,San Juan WA, ,15769,0.001
 ,53069, ,Wahkiakum WA, ,3978,0
 ,54001, ,Barbour WV, ,16589,0.001
 ,54007, ,Braxton WV, ,14523,0.001
 ,54013, ,Calhoun WV, ,7627,0
 ,54021, ,Gilmer WV, ,8693,0
 ,54023, ,Grant WV, ,11937,0.001
 ,54025, ,Greenbrier WV, ,35480,0.002
 ,54031, ,Hardy WV, ,14025,0.001
 ,54035, ,Jackson WV, ,29211,0.002
 ,54041, ,Lewis WV, ,16372,0.001
 ,54047, ,McDowell WV, ,22113,0.001
 ,54059, ,Mingo WV, ,26839,0.001
 ,54063, ,Monroe WV, ,13502,0.001
 ,54065, ,Morgan WV, ,17541,0.001
 ,54067, ,Nicholas WV, ,26233,0.001
 ,54071, ,Pendleton WV, ,7695,0
 ,54073, ,Pleasants WV, ,7605,0
 ,54075, ,Pocahontas WV, ,8719,0
 ,54085, ,Ritchie WV, ,10449,0.001
 ,54087, ,Roane WV, ,14926,0.001
 ,54089, ,Summers WV, ,13927,0.001
 ,54093, ,Tucker WV, ,7141,0
 ,54095, ,Tyler WV, ,9208,0
 ,54097, ,Upshur WV, ,24254,0.001
 ,54101, ,Webster WV, ,9154,0
 ,54103, ,Wetzel WV, ,16583,0.001
 ,54109, ,Wyoming WV, ,23796,0.001
 ,55001, ,Adams WI, ,20875,0.001
 ,55003, ,Ashland WI, ,16157,0.001
 ,55005, ,Barron WI, ,45870,0.002
 ,55007, ,Bayfield WI, ,15014,0.001
 ,55011, ,Buffalo WI, ,13587,0.001
 ,55013, ,Burnett WI, ,15457,0.001
 ,55019, ,Clark WI, ,34690,0.002
 ,55023, ,Crawford WI, ,16644,0.001
 ,55029, ,Door WI, ,27785,0.001
 ,55041, ,Forest WI, ,9304,0
 ,55047, ,Green Lake WI, ,19051,0.001
 ,55051, ,Iron WI, ,5916,0
 ,55053, ,Jackson WI, ,20449,0.001
 ,55057, ,Juneau WI, ,26664,0.001
 ,55065, ,Lafayette WI, ,16836,0.001
 ,55067, ,Langlade WI, ,19977,0.001
 ,55077, ,Marquette WI, ,15404,0.001
 ,55081, ,Monroe WI, ,44673,0.002
 ,55085, ,Oneida WI, ,35998,0.002
 ,55091, ,Pepin WI, ,7469,0
 ,55095, ,Polk WI, ,44205,0.002
 ,55099, ,Price WI, ,14159,0.001
 ,55103, ,Richland WI, ,18021,0.001
 ,55107, ,Rusk WI, ,14755,0.001
 ,55113, ,Sawyer WI, ,16557,0.001
 ,55119, ,Taylor WI, ,20689,0.001
 ,55121, ,Trempealeau WI, ,28816,0.002
 ,55123, ,Vernon WI, ,29773,0.002
 ,55125, ,Vilas WI, ,21430,0.001
 ,55129, ,Washburn WI, ,15911,0.001
 ,55135, ,Waupaca WI, ,52410,0.003
 ,55137, ,Waushara WI, ,24496,0.001
 ,56003, ,Big Horn WY, ,11668,0.001
 ,56007, ,Carbon WY, ,15885,0.001
 ,56009, ,Converse WY, ,13833,0.001
 ,56011, ,Crook WY, ,7083,0
 ,56015, ,Goshen WY, ,13249,0.001
 ,56017, ,Hot Springs WY, ,4812,0
 ,56019, ,Johnson WY, ,8569,0
 ,56023, ,Lincoln WY, ,18106,0.001
 ,56027, ,Niobrara WY, ,2484,0
 ,56029, ,Park WY, ,28205,0.002
 ,56031, ,Platte WY, ,8667,0
 ,56035, ,Sublette WY, ,10247,0.001
 ,56043, ,Washakie WY, ,8533,0
 ,56045, ,Weston WY, ,7208,0
10100,46013, ,Brown SD,"Aberdeen, SD (Micro)",36531,0.9
10100,46045, ,Edmunds SD,"Aberdeen, SD (Micro)",4071,0.1
10140,53027, ,Grays Harbor WA,"Aberdeen, WA (Micro)",72797,1
10180,48059, ,Callahan TX,"Abilene, TX (Metro)",13544,0.082
10180,48253, ,Jones TX,"Abilene, TX (Metro)",20202,0.122
10180,48441, ,Taylor TX,"Abilene, TX (Metro)",131506,0.796
10220,40123, ,Pontotoc OK,"Ada, OK (Micro)",37492,1
10300,26091, ,Lenawee MI,"Adrian, MI (Micro)",99892,1
10420,39133, ,Portage OH,"Akron, OH (Metro)",161419,0.23
10420,39153, ,Summit OH,"Akron, OH (Metro)",541781,0.77
10460,35035, ,Otero NM,"Alamogordo, NM (Micro)",63797,1
10500,13007, ,Baker GA,"Albany, GA (Metro)",3451,0.022
10500,13095, ,Dougherty GA,"Albany, GA (Metro)",94565,0.601
10500,13177, ,Lee GA,"Albany, GA (Metro)",28298,0.18
10500,13273, ,Terrell GA,"Albany, GA (Metro)",9315,0.059
10500,13321, ,Worth GA,"Albany, GA (Metro)",21679,0.138
10540,41043, ,Linn OR,"Albany, OR (Metro)",116672,1
10580,36001, ,Albany NY,"Albany-Schenectady-Troy, NY (Metro)",304204,0.349
10580,36083, ,Rensselaer NY,"Albany-Schenectady-Troy, NY (Metro)",159429,0.183
10580,36091, ,Saratoga NY,"Albany-Schenectady-Troy, NY (Metro)",219607,0.252
10580,36093, ,Schenectady NY,"Albany-Schenectady-Troy, NY (Metro)",154727,0.178
10580,36095, ,Schoharie NY,"Albany-Schenectady-Troy, NY (Metro)",32749,0.038
10620,37167, ,Stanly NC,"Albemarle, NC (Micro)",60585,1
10660,27047, ,Freeborn MN,"Albert Lea, MN (Micro)",31255,1
10700,1095, ,Marshall AL,"Albertville, AL (Micro)",93019,1
10740,35001, ,Bernalillo NM,"Albuquerque, NM (Metro)",662564,0.747
10740,35043, ,Sandoval NM,"Albuquerque, NM (Metro)",131561,0.148
10740,35057, ,Torrance NM,"Albuquerque, NM (Metro)",16383,0.018
10740,35061, ,Valencia NM,"Albuquerque, NM (Metro)",76569,0.086
10760,1123, ,Tallapoosa AL,"Alexander City, AL (Micro)",41616,1
10780,22043, ,Grant Parish LA,"Alexandria, LA (Metro)",22309,0.145
10780,22079, ,Rapides Parish LA,"Alexandria, LA (Metro)",131613,0.855
10820,27041, ,Douglas MN,"Alexandria, MN (Micro)",36009,1
10860,48249, ,Jim Wells TX,"Alice, TX (Micro)",40838,1
10900,34041, ,Warren NJ,"Allentown-Bethlehem-Easton, PA-NJ (Metro)",108692,0.132
10900,42025, ,Carbon PA,"Allentown-Bethlehem-Easton, PA-NJ (Metro)",65249,0.079
10900,42077, ,Lehigh PA,"Allentown-Bethlehem-Easton, PA-NJ (Metro)",349497,0.426
10900,42095, ,Northampton PA,"Allentown-Bethlehem-Easton, PA-NJ (Metro)",297735,0.363
10940,26057, ,Gratiot MI,"Alma, MI (Micro)",42476,1
10980,26007, ,Alpena MI,"Alpena, MI (Micro)",29598,1
11020,42013, ,Blair PA,"Altoona, PA (Metro)",127089,1
11060,40065, ,Jackson OK,"Altus, OK (Micro)",26446,1
11100,48011, ,Armstrong TX,"Amarillo, TX (Metro)",1901,0.008
11100,48065, ,Carson TX,"Amarillo, TX (Metro)",6182,0.025
11100,48359, ,Oldham TX,"Amarillo, TX (Metro)",2052,0.008
11100,48375, ,Potter TX,"Amarillo, TX (Metro)",121073,0.481
11100,48381, ,Randall TX,"Amarillo, TX (Metro)",120725,0.479
11140,13249, ,Schley GA,"Americus, GA (Micro)",5010,0.132
11140,13261, ,Sumter GA,"Americus, GA (Micro)",32819,0.868
11180,19169, ,Story IA,"Ames, IA (Metro)",89542,1
11220,36057, ,Montgomery NY,"Amsterdam, NY (Micro)",50219,1
11260,2020, ,Anchorage Borough AK,"Anchorage, AK (Metro)",291826,0.766
11260,2170, ,Matanuska-Susitna Borough AK,"Anchorage, AK (Metro)",88995,0.234
11380,48003, ,Andrews TX,"Andrews, TX (Micro)",14786,1
11420,18151, ,Steuben IN,"Angola, IN (Micro)",34185,1
11460,26161, ,Washtenaw MI,"Ann Arbor, MI (Metro)",344791,1
11500,1015, ,Calhoun AL,"Anniston-Oxford-Jacksonville, AL (Metro)",118572,1
11540,55015, ,Calumet WI,"Appleton, WI (Metro)",48971,0.217
11540,55087, ,Outagamie WI,"Appleton, WI (Metro)",176695,0.783
11580,12027, ,DeSoto FL,"Arcadia, FL (Micro)",34862,1
11620,40019, ,Carter OK,"Ardmore, OK (Micro)",47557,1
11660,5019, ,Clark AR,"Arkadelphia, AR (Micro)",22995,1
11680,20035, ,Cowley KS,"Arkansas City-Winfield, KS (Micro)",36311,1
11700,37021, ,Buncombe NC,"Asheville, NC (Metro)",238318,0.561
11700,37087, ,Haywood NC,"Asheville, NC (Metro)",59036,0.139
11700,37089, ,Henderson NC,"Asheville, NC (Metro)",106740,0.251
11700,37115, ,Madison NC,"Asheville, NC (Metro)",20764,0.049
11740,39005, ,Ashland OH,"Ashland, OH (Micro)",53139,1
11780,39007, ,Ashtabula OH,"Ashtabula, OH (Micro)",101497,1
11820,41007, ,Clatsop OR,"Astoria, OR (Micro)",37039,1
11860,20005, ,Atchison KS,"Atchison, KS (Micro)",16924,1
11900,39009, ,Athens OH,"Athens, OH (Micro)",64757,1
11940,47107, ,McMinn TN,"Athens, TN (Micro)",52266,1
11980,48213, ,Henderson TX,"Athens, TX (Micro)",78532,1
12020,13059, ,Clarke GA,"Athens-Clarke County, GA (Metro)",116714,0.606
12020,13195, ,Madison GA,"Athens-Clarke County, GA (Metro)",28120,0.146
12020,13219, ,Oconee GA,"Athens-Clarke County, GA (Metro)",32808,0.17
12020,13221, ,Oglethorpe GA,"Athens-Clarke County, GA (Metro)",14899,0.077
12060,13013, ,Barrow GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",69367,0.013
12060,13015, ,Bartow GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",100157,0.019
12060,13035, ,Butts GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",23655,0.004
12060,13045, ,Carroll GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",110527,0.021
12060,13057, ,Cherokee GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",214346,0.041
12060,13063, ,Clayton GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",259424,0.049
12060,13067, ,Cobb GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",688078,0.13
12060,13077, ,Coweta GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",127317,0.024
12060,13085, ,Dawson GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",22330,0.004
12060,13089, ,DeKalb GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",691893,0.131
12060,13097, ,Douglas GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",132403,0.025
12060,13113, ,Fayette GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",106567,0.02
12060,13117, ,Forsyth GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",175511,0.033
12060,13121, ,Fulton GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",920581,0.174
12060,13135, ,Gwinnett GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",805321,0.152
12060,13143, ,Haralson GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",28780,0.005
12060,13149, ,Heard GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",11834,0.002
12060,13151, ,Henry GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",203922,0.039
12060,13159, ,Jasper GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",13900,0.003
12060,13171, ,Lamar GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",18317,0.003
12060,13199, ,Meriwether GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",21992,0.004
12060,13211, ,Morgan GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",17868,0.003
12060,13217, ,Newton GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",99958,0.019
12060,13223, ,Paulding GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",142324,0.027
12060,13227, ,Pickens GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",29431,0.006
12060,13231, ,Pike GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",17869,0.003
12060,13247, ,Rockdale GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",85215,0.016
12060,13255, ,Spalding GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",64073,0.012
12060,13297, ,Walton GA,"Atlanta-Sandy Springs-Roswell, GA (Metro)",83768,0.016
12100,34001, ,Atlantic NJ,"Atlantic City-Hammonton, NJ (Metro)",274549,1
12120,1053, ,Escambia AL,"Atmore, AL (Micro)",38319,1
12140,18033, ,De Kalb IN,"Auburn, IN (Micro)",42223,1
12180,36011, ,Cayuga NY,"Auburn, NY (Micro)",80026,1
12220,1081, ,Lee AL,"Auburn-Opelika, AL (Metro)",140247,1
12260,13033, ,Burke GA,"Augusta-Richmond County, GA-SC (Metro)",23316,0.041
12260,13073, ,Columbia GA,"Augusta-Richmond County, GA-SC (Metro)",124053,0.22
12260,13181, ,Lincoln GA,"Augusta-Richmond County, GA-SC (Metro)",7996,0.014
12260,13189, ,McDuffie GA,"Augusta-Richmond County, GA-SC (Metro)",21875,0.039
12260,13245, ,Richmond GA,"Augusta-Richmond County, GA-SC (Metro)",200549,0.355
12260,45003, ,Aiken SC,"Augusta-Richmond County, GA-SC (Metro)",160099,0.283
12260,45037, ,Edgefield SC,"Augusta-Richmond County, GA-SC (Metro)",26985,0.048
12300,23011, ,Kennebec ME,"Augusta-Waterville, ME (Micro)",122151,1
12380,27099, ,Mower MN,"Austin, MN (Micro)",39163,1
12420,48021, ,Bastrop TX,"Austin-Round Rock, TX (Metro)",74171,0.043
12420,48055, ,Caldwell TX,"Austin-Round Rock, TX (Metro)",38066,0.022
12420,48209, ,Hays TX,"Austin-Round Rock, TX (Metro)",157107,0.092
12420,48453, ,Travis TX,"Austin-Round Rock, TX (Metro)",1024266,0.597
12420,48491, ,Williamson TX,"Austin-Round Rock, TX (Metro)",422679,0.246
12460,13087, ,Decatur GA,"Bainbridge, GA (Micro)",27842,1
12540,6029, ,Kern CA,"Bakersfield, CA (Metro)",839631,1
12580,24003, ,Anne Arundel MD,"Baltimore-Columbia-Towson, MD (Metro)",537656,0.198
12580,24005, ,Baltimore MD,"Baltimore-Columbia-Towson, MD (Metro)",805029,0.297
12580,24013, ,Carroll MD,"Baltimore-Columbia-Towson, MD (Metro)",167134,0.062
12580,24025, ,Harford MD,"Baltimore-Columbia-Towson, MD (Metro)",244826,0.09
12580,24027, ,Howard MD,"Baltimore-Columbia-Towson, MD (Metro)",287085,0.106
12580,24035, ,Queen Annes MD,"Baltimore-Columbia-Towson, MD (Metro)",47798,0.018
12580,24510, ,Baltimore city MD,"Baltimore-Columbia-Towson, MD (Metro)",620961,0.229
12620,23019, ,Penobscot ME,"Bangor, ME (Metro)",153923,1
12660,55111, ,Sauk WI,"Baraboo, WI (Micro)",61976,1
12680,21179, ,Nelson KY,"Bardstown, KY (Micro)",43437,1
12700,25001, ,Barnstable MA,"Barnstable Town, MA (Metro)",215888,1
12740,50023, ,Washington VT,"Barre, VT (Micro)",59534,1
12780,40147, ,Washington OK,"Bartlesville, OK (Micro)",50976,1
12820,22067, ,Morehouse Parish LA,"Bastrop, LA (Micro)",27979,1
12860,36037, ,Genesee NY,"Batavia, NY (Micro)",60079,1
12900,5063, ,Independence AR,"Batesville, AR (Micro)",36647,1
12940,22005, ,Ascension Parish LA,"Baton Rouge, LA (Metro)",107215,0.134
12940,22033, ,East Baton Rouge Parish LA,"Baton Rouge, LA (Metro)",440171,0.549
12940,22037, ,East Feliciana Parish LA,"Baton Rouge, LA (Metro)",20267,0.025
12940,22047, ,Iberville Parish LA,"Baton Rouge, LA (Metro)",33387,0.042
12940,22063, ,Livingston Parish LA,"Baton Rouge, LA (Metro)",128026,0.16
12940,22077, ,Pointe Coupee Parish LA,"Baton Rouge, LA (Metro)",22802,0.028
12940,22091, ,St. Helena Parish LA,"Baton Rouge, LA (Metro)",11203,0.014
12940,22121, ,West Baton Rouge Parish LA,"Baton Rouge, LA (Metro)",23788,0.03
12940,22125, ,West Feliciana Parish LA,"Baton Rouge, LA (Metro)",15625,0.019
12980,26025, ,Calhoun MI,"Battle Creek, MI (Metro)",136146,1
13020,26017, ,Bay MI,"Bay City, MI (Metro)",107771,1
13060,48321, ,Matagorda TX,"Bay City, TX (Micro)",36702,1
13100,31067, ,Gage NE,"Beatrice, NE (Micro)",22311,1
13140,48199, ,Hardin TX,"Beaumont-Port Arthur, TX (Metro)",54635,0.136
13140,48245, ,Jefferson TX,"Beaumont-Port Arthur, TX (Metro)",252273,0.626
13140,48351, ,Newton TX,"Beaumont-Port Arthur, TX (Metro)",14445,0.036
13140,48361, ,Orange TX,"Beaumont-Port Arthur, TX (Metro)",81837,0.203
13180,55027, ,Dodge WI,"Beaver Dam, WI (Micro)",88759,1
13220,54019, ,Fayette WV,"Beckley, WV (Metro)",46039,0.369
13220,54081, ,Raleigh WV,"Beckley, WV (Metro)",78859,0.631
13260,18093, ,Lawrence IN,"Bedford, IN (Micro)",46134,1
13300,48025, ,Bee TX,"Beeville, TX (Micro)",31861,1
13340,39091, ,Logan OH,"Bellefontaine, OH (Micro)",45858,1
13380,53073, ,Whatcom WA,"Bellingham, WA (Metro)",201140,1
13420,27007, ,Beltrami MN,"Bemidji, MN (Micro)",44442,1
13460,41017, ,Deschutes OR,"Bend-Redmond, OR (Metro)",157733,1
13500,45069, ,Marlboro SC,"Bennettsville, SC (Micro)",28933,1
13540,50003, ,Bennington VT,"Bennington, VT (Micro)",37125,1
13620,33007, ,Coos NH,"Berlin, NH-VT (Micro)",33055,0.84
13620,50009, ,Essex VT,"Berlin, NH-VT (Micro)",6306,0.16
13660,26107, ,Mecosta MI,"Big Rapids, MI (Micro)",42798,1
13700,48173, ,Glasscock TX,"Big Spring, TX (Micro)",1226,0.034
13700,48227, ,Howard TX,"Big Spring, TX (Micro)",35012,0.966
13720,51051, ,Dickenson VA,"Big Stone Gap, VA (Micro)",15903,0.259
13720,51195, ,Wise VA,"Big Stone Gap, VA (Micro)",41452,0.676
13720,51720, ,Norton city VA,"Big Stone Gap, VA (Micro)",3958,0.065
13740,30009, ,Carbon MT,"Billings, MT (Metro)",10078,0.063
13740,30037, ,Golden Valley MT,"Billings, MT (Metro)",884,0.006
13740,30111, ,Yellowstone MT,"Billings, MT (Metro)",147972,0.931
13780,36007, ,Broome NY,"Binghamton, NY (Metro)",200600,0.797
13780,36107, ,Tioga NY,"Binghamton, NY (Metro)",51125,0.203
13820,1007, ,Bibb AL,"Birmingham-Hoover, AL (Metro)",22915,0.02
13820,1009, ,Blount AL,"Birmingham-Hoover, AL (Metro)",57322,0.051
13820,1021, ,Chilton AL,"Birmingham-Hoover, AL (Metro)",43643,0.039
13820,1073, ,Jefferson AL,"Birmingham-Hoover, AL (Metro)",658466,0.584
13820,1115, ,St. Clair AL,"Birmingham-Hoover, AL (Metro)",83593,0.074
13820,1117, ,Shelby AL,"Birmingham-Hoover, AL (Metro)",195085,0.173
13820,1127, ,Walker AL,"Birmingham-Hoover, AL (Metro)",67023,0.059
13900,38015, ,Burleigh ND,"Bismarck, ND (Metro)",81308,0.708
13900,38059, ,Morton ND,"Bismarck, ND (Metro)",27471,0.239
13900,38065, ,Oliver ND,"Bismarck, ND (Metro)",1846,0.016
13900,38085, ,Sioux ND,"Bismarck, ND (Metro)",4153,0.036
13940,16011, ,Bingham ID,"Blackfoot, ID (Micro)",45607,1
13980,51063, ,Floyd VA,"Blacksburg-Christiansburg-Radford, VA (Metro)",15279,0.086
13980,51071, ,Giles VA,"Blacksburg-Christiansburg-Radford, VA (Metro)",17286,0.097
13980,51121, ,Montgomery VA,"Blacksburg-Christiansburg-Radford, VA (Metro)",94392,0.53
13980,51155, ,Pulaski VA,"Blacksburg-Christiansburg-Radford, VA (Metro)",34872,0.196
13980,51750, ,Radford city VA,"Blacksburg-Christiansburg-Radford, VA (Metro)",16408,0.092
14010,17039, ,De Witt IL,"Bloomington, IL (Metro)",16561,0.089
14010,17113, ,McLean IL,"Bloomington, IL (Metro)",169572,0.911
14020,18105, ,Monroe IN,"Bloomington, IN (Metro)",137974,0.865
14020,18119, ,Owen IN,"Bloomington, IN (Metro)",21575,0.135
14100,42037, ,Columbia PA,"Bloomsburg-Berwick, PA (Metro)",67295,0.787
14100,42093, ,Montour PA,"Bloomsburg-Berwick, PA (Metro)",18267,0.213
14140,51185, ,Tazewell VA,"Bluefield, WV-VA (Micro)",45078,0.42
14140,54055, ,Mercer WV,"Bluefield, WV-VA (Micro)",62264,0.58
14180,5093, ,Mississippi AR,"Blytheville, AR (Micro)",46480,1
14220,22117, ,Washington Parish LA,"Bogalusa, LA (Micro)",47168,1
14260,16001, ,Ada ID,"Boise City, ID (Metro)",392365,0.636
14260,16015, ,Boise ID,"Boise City, ID (Metro)",7028,0.011
14260,16027, ,Canyon ID,"Boise City, ID (Metro)",188923,0.306
14260,16045, ,Gem ID,"Boise City, ID (Metro)",16719,0.027
14260,16073, ,Owyhee ID,"Boise City, ID (Metro)",11526,0.019
14300,48147, ,Fannin TX,"Bonham, TX (Micro)",33915,1
14340,19015, ,Boone IA,"Boone, IA (Micro)",26306,1
14380,37189, ,Watauga NC,"Boone, NC (Micro)",51079,1
14420,48233, ,Hutchinson TX,"Borger, TX (Micro)",22150,1
14460,25009, ,Essex MA,"Boston-Cambridge-Newton, MA-NH (Metro)",743159,0.163
14460,25017, ,Middlesex MA,"Boston-Cambridge-Newton, MA-NH (Metro)",1503085,0.33
14460,25021, ,Norfolk MA,"Boston-Cambridge-Newton, MA-NH (Metro)",670850,0.147
14460,25023, ,Plymouth MA,"Boston-Cambridge-Newton, MA-NH (Metro)",494919,0.109
14460,25025, ,Suffolk MA,"Boston-Cambridge-Newton, MA-NH (Metro)",722023,0.159
14460,33015, ,Rockingham NH,"Boston-Cambridge-Newton, MA-NH (Metro)",295223,0.065
14460,33017, ,Strafford NH,"Boston-Cambridge-Newton, MA-NH (Metro)",123143,0.027
14500,8013, ,Boulder CO,"Boulder, CO (Metro)",294567,1
14540,21003, ,Allen KY,"Bowling Green, KY (Metro)",19956,0.126
14540,21031, ,Butler KY,"Bowling Green, KY (Metro)",12690,0.08
14540,21061, ,Edmonson KY,"Bowling Green, KY (Metro)",12161,0.077
14540,21227, ,Warren KY,"Bowling Green, KY (Metro)",113792,0.717
14580,30031, ,Gallatin MT,"Bozeman, MT (Micro)",89513,1
14620,42083, ,Mc Kean PA,"Bradford, PA (Micro)",43450,1
14660,27021, ,Cass MN,"Brainerd, MN (Micro)",28567,0.314
14660,27035, ,Crow Wing MN,"Brainerd, MN (Micro)",62500,0.686
14700,29209, ,Stone MO,"Branson, MO (Micro)",32202,0.384
14700,29213, ,Taney MO,"Branson, MO (Micro)",51675,0.616
14720,8117, ,Summit CO,"Breckenridge, CO (Micro)",27994,1
14740,53035, ,Kitsap WA,"Bremerton-Silverdale, WA (Metro)",251133,1
14780,48477, ,Washington TX,"Brenham, TX (Micro)",33718,1
14820,37175, ,Transylvania NC,"Brevard, NC (Micro)",33090,1
14860,9001, ,Fairfield CT,"Bridgeport-Stamford-Norwalk, CT (Metro)",916829,1
15020,28085, ,Lincoln MS,"Brookhaven, MS (Micro)",34869,1
15060,41015, ,Curry OR,"Brookings, OR (Micro)",22364,1
15100,46011, ,Brookings SD,"Brookings, SD (Micro)",31965,1
15140,47075, ,Haywood TN,"Brownsville, TN (Micro)",18787,1
15180,48061, ,Cameron TX,"Brownsville-Harlingen, TX (Metro)",406220,1
15220,48049, ,Brown TX,"Brownwood, TX (Micro)",38106,1
15260,13025, ,Brantley GA,"Brunswick, GA (Metro)",18411,0.164
15260,13127, ,Glynn GA,"Brunswick, GA (Metro)",79626,0.709
15260,13191, ,McIntosh GA,"Brunswick, GA (Metro)",14333,0.128
15340,39033, ,Crawford OH,"Bucyrus, OH (Micro)",43784,1
15380,36029, ,Erie NY,"Buffalo-Cheektowaga-Niagara Falls, NY (Metro)",919040,0.809
15380,36063, ,Niagara NY,"Buffalo-Cheektowaga-Niagara Falls, NY (Metro)",216469,0.191
15420,16031, ,Cassia ID,"Burley, ID (Micro)",22952,0.534
15420,16067, ,Minidoka ID,"Burley, ID (Micro)",20069,0.466
15460,17071, ,Henderson IL,"Burlington, IA-IL (Micro)",7331,0.154
15460,19057, ,Des Moines IA,"Burlington, IA-IL (Micro)",40325,0.846
15500,37001, ,Alamance NC,"Burlington, NC (Metro)",151131,1
15540,50007, ,Chittenden VT,"Burlington-South Burlington, VT (Metro)",156545,0.741
15540,50011, ,Franklin VT,"Burlington-South Burlington, VT (Metro)",47746,0.226
15540,50013, ,Grand Isle VT,"Burlington-South Burlington, VT (Metro)",6970,0.033
15580,30093, ,Silver Bow MT,"Butte-Silver Bow, MT (Micro)",34200,1
15620,26113, ,Missaukee MI,"Cadillac, MI (Micro)",14849,0.312
15620,26165, ,Wexford MI,"Cadillac, MI (Micro)",32735,0.688
15660,13129, ,Gordon GA,"Calhoun, GA (Micro)",55186,1
15680,24037, ,St. Marys MD,"California-Lexington Park, MD (Metro)",105151,1
15700,24019, ,Dorchester MD,"Cambridge, MD (Micro)",32618,1
15740,39059, ,Guernsey OH,"Cambridge, OH (Micro)",40087,1
15780,5013, ,Calhoun AR,"Camden, AR (Micro)",5368,0.17
15780,5103, ,Ouachita AR,"Camden, AR (Micro)",26120,0.83
15820,21217, ,Taylor KY,"Campbellsville, KY (Micro)",24512,1
15860,8043, ,Fremont CO,"Ca–on City, CO (Micro)",46824,1
15900,17057, ,Fulton IL,"Canton, IL (Micro)",37069,1
15940,39019, ,Carroll OH,"Canton-Massillon, OH (Metro)",28836,0.071
15940,39151, ,Stark OH,"Canton-Massillon, OH (Metro)",375586,0.929
